epoch,total_reward,total_demand
764,-27.0,63
765,16,66
766,-120.0,68
767,-71.0,64
768,-126.0,69
769,-149.0,71
770,-63.0,71
771,2.0,66
772,-7.0,65
773,16,67
774,-77.0,72
775,-62.0,65
776,14.0,62
777,-30.0,73
778,-123.0,61
779,-6.0,63
780,-22.0,66
781,-42.0,66
782,-32.0,63
783,-95.0,66
784,-86.0,59
785,-66.0,69
786,7.0,70
787,7.0,64
788,-33.0,65
789,-23.0,72
790,-98.0,73
791,14.0,60
792,-17.0,66
793,16,64
794,-30.0,66
795,0.0,67
796,-152.0,65
797,-6.0,66
798,20,59
799,-164.0,66
800,-60.0,69
801,16,65
802,16,66
803,-122.0,65
804,0.0,59
805,-29.0,65
806,-6.0,63
807,-37.0,63
808,-17.0,64
809,21,63
810,19,61
811,-8.0,73
812,-8.0,61
813,18.0,63
814,4.0,66
815,14,64
816,-27.0,73
817,20,63
818,-31.0,67
819,-26.0,71
820,-99.0,63
821,16.0,61
822,20,67
823,-4.0,59
824,-7.0,68
825,4.0,63
826,-12.0,59
827,-102.0,64
828,9.0,65
829,18,65
830,-42.0,69
831,18,65
832,12.0,55
833,17,61
834,17,59
835,-70.0,67
836,17,61
837,-52.0,73
838,-7.0,66
839,-256.0,69
840,-12.0,74
841,18,60
842,18,66
843,-73.0,69
844,-42.0,73
845,-3.0,70
846,-87.0,76
847,17,67
848,9.0,64
849,-34.0,72
850,18,66
851,-159.0,68
852,-9.0,63
853,12.0,64
854,15,68
855,-38.0,66
856,-3.0,67
857,7.0,64
858,-156.0,72
859,-66.0,81
860,-6.0,65
861,-30.0,71
862,-4.0,71
863,18,62
864,-134.0,71
865,-44.0,66
866,-20.0,63
867,18,62
868,17,63
869,-41.0,67
870,12.0,65
871,-64.0,69
872,9.0,66
873,-16.0,67
874,17,57
875,18,60
876,16.0,63
877,-15.0,71
878,7.0,69
879,18,54
880,-6.0,63
881,14,70
882,-79.0,66
883,18,58
884,1.0,73
885,-23.0,69
886,-64.0,62
887,-45.0,74
888,16,67
889,-67.0,75
890,-39.0,70
891,-3.0,59
892,19,65
893,15.0,65
894,-6.0,70
895,-90.0,75
896,-33.0,71
897,-81.0,63
898,-99.0,77
899,-48.0,73
900,20,65
901,17,62
902,2.0,66
903,-41.0,56
904,-49.0,61
905,-49.0,70
906,15,70
907,-147.0,71
908,18,66
909,10.0,69
910,3.0,66
911,-71.0,68
912,-32.0,62
913,-69.0,71
914,-52.0,66
915,-94.0,73
916,-140.0,66
917,-37.0,65
918,-294.0,75
919,-103.0,68
920,-218.0,70
921,16.0,61
922,-56.0,60
923,-33.0,63
924,2.0,70
925,-78.0,63
926,-2.0,57
927,-30.0,68
928,0.0,67
929,16.0,66
930,-299.0,71
931,16,64
932,-130.0,69
933,-104.0,62
934,-15.0,60
935,14,59
936,15,70
937,15,65
938,-215.0,70
939,-114.0,73
940,2.0,70
941,-101.0,68
942,-22.0,73
943,18,59
944,4.0,64
945,-4.0,69
946,17,67
947,-119.0,68
948,15.0,63
949,-38.0,67
950,-46.0,72
951,-51.0,67
952,-20.0,64
953,-169.0,65
954,-99.0,67
955,-37.0,73
956,-11.0,61
957,-79.0,67
958,-6.0,65
959,-251.0,68
960,8.0,65
961,18,67
962,7.0,65
963,5.0,57
964,3.0,62
965,18,62
966,-1.0,65
967,-53.0,73
968,16.0,61
969,-39.0,70
970,-91.0,71
971,0.0,69
972,-24.0,56
973,-30.0,65
974,-87.0,75
975,-169.0,75
976,1.0,62
977,-30.0,76
978,-116.0,70
979,-82.0,64
980,9.0,62
981,7.0,69
982,-50.0,64
983,7.0,59
984,13.0,67
985,19,61
986,10.0,71
987,1.0,74
988,-59.0,62
989,-24.0,68
990,4.0,61
991,17,59
992,16,63
993,8.0,69
994,-22.0,65
995,-33.0,68
996,-35.0,67
997,17,64
998,9.0,70
999,17,66
1000,-123.0,68
1001,-9.0,65
1002,8.0,67
1003,12.0,57
1004,-73.0,73
1005,-12.0,68
1006,10.0,58
1007,7.0,62
1008,18,64
1009,-66.0,66
1010,15.0,72
1011,-61.0,65
1012,7.0,61
1013,-244.0,67
1014,-156.0,63
1015,15.0,58
1016,-16.0,68
1017,-83.0,70
1018,19,57
1019,5.0,68
1020,18,61
1021,16,64
1022,-30.0,70
1023,15,56
1024,16,64
1025,10.0,65
1026,-78.0,65
1027,-66.0,68
1028,6.0,62
1029,16.0,61
1030,-61.0,75
1031,8.0,63
1032,-54.0,60
1033,18,57
1034,-188.0,68
1035,19,59
1036,-182.0,67
1037,-10.0,66
1038,-96.0,61
1039,-14.0,69
1040,-27.0,68
1041,3.0,70
1042,16,67
1043,18,61
1044,19,66
1045,19,66
1046,17,62
1047,-20.0,68
1048,-265.0,77
1049,-87.0,61
1050,-71.0,62
1051,-244.0,69
1052,-16.0,73
1053,-126.0,66
1054,-5.0,72
1055,-16.0,65
1056,-22.0,66
1057,-2.0,66
1058,-13.0,66
1059,1.0,64
1060,-2.0,61
1061,-136.0,76
1062,10.0,63
1063,19,60
1064,16,65
1065,5.0,69
1066,-51.0,70
1067,17,61
1068,-19.0,65
1069,-76.0,72
1070,-5.0,63
1071,-15.0,70
1072,8.0,67
1073,13,67
1074,-47.0,65
1075,17,65
1076,15,64
1077,16,58
1078,-52.0,61
1079,-20.0,71
1080,21,59
1081,0.0,70
1082,6.0,67
1083,18,62
1084,-43.0,71
1085,15.0,67
1086,18,60
1087,-131.0,68
1088,-159.0,71
1089,-58.0,69
1090,-129.0,72
1091,-34.0,70
1092,14.0,71
1093,15.0,62
1094,-33.0,68
1095,-90.0,69
1096,-147.0,64
1097,2.0,70
1098,-87.0,70
1099,14.0,62
1100,-111.0,75
1101,18,62
1102,3.0,67
1103,11.0,74
1104,13.0,64
1105,16,64
1106,-21.0,66
1107,-191.0,71
1108,2.0,67
1109,-40.0,72
1110,14,81
1111,-95.0,71
1112,-46.0,72
1113,17,65
1114,-21.0,66
1115,-10.0,60
1116,2.0,65
1117,-7.0,72
1118,12.0,64
1119,16.0,66
1120,18,61
1121,-29.0,63
1122,-31.0,64
1123,6.0,65
1124,-84.0,75
1125,-34.0,60
1126,-88.0,66
1127,-61.0,63
1128,15,63
1129,-26.0,64
1130,-189.0,66
1131,13.0,63
1132,-49.0,72
1133,-64.0,64
1134,-117.0,68
1135,11.0,57
1136,-17.0,72
1137,19,66
1138,-49.0,61
1139,10.0,59
1140,18,68
1141,-32.0,62
1142,-3.0,67
1143,17,68
1144,18,59
1145,-110.0,71
1146,13.0,67
1147,17,63
1148,-71.0,62
1149,19,56
1150,-92.0,71
1151,-4.0,63
1152,19,51
1153,-28.0,67
1154,12.0,64
1155,13,63
1156,-130.0,61
1157,-125.0,72
1158,17,67
1159,-12.0,61
1160,10.0,61
1161,14,70
1162,-49.0,75
1163,2.0,67
1164,-203.0,68
1165,-64.0,66
1166,6.0,63
1167,11.0,64
1168,1.0,71
1169,-19.0,70
1170,8.0,70
1171,-63.0,63
1172,-62.0,66
1173,-75.0,62
1174,-20.0,67
1175,7.0,65
1176,-14.0,61
1177,16,62
1178,8.0,59
1179,4.0,68
1180,-4.0,72
1181,-32.0,62
1182,5.0,67
1183,-8.0,67
1184,6.0,64
1185,-37.0,68
1186,6.0,68
1187,-2.0,65
1188,-70.0,58
1189,-66.0,65
1190,8.0,64
1191,-198.0,67
1192,-154.0,70
1193,15.0,53
1194,9.0,73
1195,13,66
1196,-85.0,64
1197,8.0,69
1198,9.0,67
1199,-101.0,74
1200,-174.0,72
1201,-35.0,65
1202,5.0,69
1203,-12.0,67
1204,11.0,64
1205,-23.0,67
1206,-74.0,62
1207,-21.0,63
1208,-130.0,71
1209,-37.0,66
1210,15.0,63
1211,12.0,68
1212,-19.0,69
1213,9.0,73
1214,-31.0,68
1215,-44.0,63
1216,-105.0,65
1217,-102.0,72
1218,14.0,66
1219,17,62
1220,-8.0,73
1221,16,64
1222,-50.0,63
1223,-28.0,67
1224,-68.0,72
1225,-77.0,62
1226,-26.0,67
1227,-3.0,60
1228,10.0,60
1229,18,59
1230,-22.0,65
1231,-30.0,69
1232,-22.0,70
1233,16,63
1234,-1.0,66
1235,13.0,57
1236,-114.0,72
1237,-20.0,71
1238,4.0,73
1239,-85.0,74
1240,16,63
1241,18,64
1242,-130.0,67
1243,-36.0,70
1244,12.0,58
1245,-15.0,65
1246,18,64
1247,18,67
1248,-98.0,72
1249,5.0,64
1250,13.0,62
1251,-19.0,66
1252,-150.0,64
1253,-46.0,67
1254,-210.0,69
1255,-165.0,76
1256,-83.0,68
1257,-34.0,66
1258,-4.0,69
1259,0.0,64
1260,17,61
1261,-62.0,72
1262,16,64
1263,13.0,68
1264,-124.0,65
1265,-48.0,67
1266,-56.0,70
1267,-50.0,65
1268,-102.0,56
1269,1.0,67
1270,-33.0,61
1271,-113.0,67
1272,-100.0,66
1273,18,64
1274,-21.0,68
1275,11.0,59
1276,-35.0,61
1277,-83.0,65
1278,-137.0,60
1279,-44.0,60
1280,-14.0,61
1281,-53.0,69
1282,-116.0,67
1283,-5.0,56
1284,16,59
1285,21,60
1286,11.0,68
1287,-222.0,69
1288,6.0,73
1289,-15.0,66
1290,15.0,65
1291,13.0,63
1292,-38.0,72
1293,-21.0,70
1294,16.0,62
1295,-41.0,58
1296,-20.0,66
1297,-12.0,70
1298,-32.0,66
1299,-15.0,68
1300,11.0,65
1301,-38.0,68
1302,-71.0,64
1303,18,61
1304,-27.0,75
1305,21,58
1306,-30.0,72
1307,-62.0,83
1308,13.0,66
1309,-82.0,77
1310,-23.0,67
1311,-8.0,61
1312,14.0,63
1313,-32.0,62
1314,17,57
1315,-35.0,59
1316,-50.0,69
1317,-24.0,64
1318,15,70
1319,-94.0,71
1320,14.0,58
1321,1.0,68
1322,15.0,65
1323,4.0,68
1324,9.0,65
1325,7.0,70
1326,4.0,67
1327,12.0,68
1328,14.0,60
1329,-50.0,71
1330,6.0,65
1331,17,58
1332,-38.0,68
1333,-13.0,70
1334,13.0,68
1335,15.0,52
1336,-27.0,67
1337,-176.0,70
1338,-80.0,67
1339,-82.0,67
1340,-140.0,61
1341,-37.0,60
1342,-120.0,71
1343,-190.0,74
1344,-61.0,67
1345,-15.0,70
1346,-15.0,66
1347,5.0,66
1348,13.0,64
1349,-55.0,62
1350,0.0,70
1351,-154.0,66
1352,-19.0,70
1353,-113.0,74
1354,0.0,61
1355,-112.0,73
1356,-80.0,63
1357,11.0,69
1358,-70.0,68
1359,17,62
1360,16,56
1361,2.0,64
1362,-25.0,66
1363,-32.0,71
1364,-64.0,66
1365,19,58
1366,20,56
1367,7.0,74
1368,5.0,70
1369,-17.0,67
1370,-11.0,65
1371,7.0,62
1372,-54.0,68
1373,-91.0,73
1374,-1.0,61
1375,13.0,62
1376,-15.0,66
1377,-27.0,65
1378,1.0,63
1379,11.0,64
1380,20,54
1381,17,64
1382,-73.0,66
1383,-63.0,73
1384,-3.0,69
1385,-16.0,71
1386,-31.0,71
1387,-11.0,64
1388,-33.0,70
1389,14.0,60
1390,15.0,66
1391,17,64
1392,13.0,73
1393,-54.0,61
1394,-78.0,72
1395,4.0,62
1396,-43.0,57
1397,-45.0,59
1398,-234.0,69
1399,-58.0,69
1400,-55.0,69
1401,-161.0,75
1402,-3.0,60
1403,12.0,64
1404,14,58
1405,18,65
1406,17,60
1407,8.0,60
1408,-102.0,71
1409,17,59
1410,15,72
1411,0.0,62
1412,8.0,61
1413,-61.0,67
1414,18,63
1415,20,66
1416,2.0,65
1417,19,64
1418,-8.0,63
1419,18,59
1420,17.0,65
1421,16,68
1422,-14.0,62
1423,-23.0,63
1424,-12.0,68
1425,11.0,73
1426,-69.0,75
1427,-197.0,71
1428,3.0,71
1429,-132.0,66
1430,16.0,56
1431,-108.0,76
1432,17,66
1433,6.0,71
1434,-3.0,66
1435,-68.0,71
1436,-14.0,73
1437,17,70
1438,0.0,61
1439,19,67
1440,-27.0,66
1441,-13.0,69
1442,7.0,63
1443,13,63
1444,3.0,64
1445,-147.0,72
1446,15.0,62
1447,-20.0,64
1448,-165.0,69
1449,6.0,71
1450,-58.0,63
1451,15.0,64
1452,-21.0,68
1453,11.0,72
1454,14,70
1455,-134.0,67
1456,16,66
1457,-23.0,67
1458,-163.0,69
1459,1.0,65
1460,-24.0,68
1461,-16.0,75
1462,-8.0,70
1463,-36.0,67
1464,-54.0,63
1465,-14.0,66
1466,18,62
1467,10.0,64
1468,-7.0,64
1469,13.0,60
1470,12.0,62
1471,-141.0,70
1472,-148.0,77
1473,18,65
1474,20,64
1475,14.0,70
1476,25,58
1477,21,62
1478,20,63
1479,-34.0,79
1480,10.0,67
1481,15.0,66
1482,-110.0,71
1483,16,58
1484,-31.0,72
1485,-13.0,64
1486,14.0,63
1487,11.0,64
1488,18,66
1489,17,65
1490,-107.0,64
1491,19,60
1492,-4.0,69
1493,15.0,63
1494,-129.0,68
1495,-110.0,71
1496,-1.0,63
1497,-74.0,70
1498,-36.0,69
1499,-111.0,68
1500,15,60
1501,7.0,61
1502,8.0,65
1503,9.0,69
1504,-33.0,74
1505,18,64
1506,-11.0,72
1507,3.0,66
1508,3.0,67
1509,-77.0,72
1510,-49.0,65
1511,6.0,61
1512,-48.0,73
1513,11.0,67
1514,-131.0,69
1515,-12.0,63
1516,20,68
1517,-244.0,71
1518,13.0,67
1519,-22.0,62
1520,-1.0,64
1521,-10.0,67
1522,18,64
1523,-22.0,73
1524,-175.0,66
1525,9.0,68
1526,-11.0,71
1527,-19.0,68
1528,-32.0,59
1529,-43.0,69
1530,4.0,66
1531,-44.0,64
1532,-86.0,72
1533,13.0,72
1534,-19.0,70
1535,7.0,66
1536,3.0,57
1537,13.0,68
1538,-26.0,65
1539,-16.0,65
1540,4.0,65
1541,-13.0,66
1542,-89.0,71
1543,-61.0,68
1544,-56.0,62
1545,-79.0,56
1546,-8.0,70
1547,-26.0,64
1548,-11.0,68
1549,-84.0,67
1550,-15.0,70
1551,-187.0,73
1552,-42.0,61
1553,-2.0,69
1554,14.0,53
1555,-11.0,62
1556,-3.0,54
1557,-22.0,65
1558,11.0,62
1559,-36.0,64
1560,-3.0,62
1561,20,55
1562,-122.0,63
1563,18,63
1564,-18.0,65
1565,-90.0,61
1566,-34.0,66
1567,-31.0,74
1568,-63.0,64
1569,17,66
1570,-18.0,74
1571,-19.0,69
1572,14.0,63
1573,13.0,67
1574,15,71
1575,-18.0,70
1576,18,59
1577,19,61
1578,-33.0,71
1579,-48.0,65
1580,12.0,63
1581,15,65
1582,-1.0,67
1583,3.0,72
1584,-70.0,70
1585,3.0,72
1586,15,65
1587,11.0,70
1588,18,68
1589,-115.0,71
1590,16.0,67
1591,15,62
1592,14.0,65
1593,-68.0,65
1594,6.0,64
1595,-3.0,70
1596,-9.0,58
1597,11.0,62
1598,-55.0,73
1599,19,66
1600,8.0,68
1601,-15.0,66
1602,3.0,61
1603,18,56
1604,-105.0,71
1605,17,66
1606,-15.0,68
